"Data","Conta","A"
"2018-03-17",1.00,13
"2018-03-17",1.00,76
"2018-03-17",1.00,15
"2018-03-17",1.00,45
"2018-03-18",559.00,52
"2018-03-18",552.00,38
"2018-03-18",390.00,9
"2018-03-18",310.00,35
"2018-03-18",287.00,56
"2018-03-18",224.00,26
"2018-03-18",223.00,39
"2018-03-18",210.00,4
"2018-03-18",195.00,62
"2018-03-18",165.00,25
"2018-03-18",136.00,70
"2018-03-18",127.00,1
"2018-03-18",96.00,79
"2018-03-18",85.00,17
"2018-03-18",60.00,78
"2018-03-18",57.00,54
"2018-03-18",46.00,23
"2018-03-18",43.00,30
"2018-03-18",43.00,2
"2018-03-18",33.00,21
"2018-03-18",33.00,14
"2018-03-18",32.00,6
"2018-03-18",28.00,44
"2018-03-18",18.00,67
"2018-03-18",16.00,19
"2018-03-18",10.00,3
"2018-03-18",9.00,60
"2018-03-18",7.00,22
"2018-03-18",6.00,80
"2018-03-18",4.00,18
"2018-03-18",3.00,73
"2018-03-18",1.00,40
"2018-03-18",1.00,13
"2018-03-18",1.00,16
"2018-03-18",1.00,68
"2018-03-18",1.00,81
"2018-03-19",1736.00,26
"2018-03-19",1520.00,9
"2018-03-19",1163.00,25
"2018-03-19",621.00,38
"2018-03-19",499.00,35
"2018-03-19",494.00,62
"2018-03-19",466.00,39
"2018-03-19",426.00,56
"2018-03-19",302.00,23
"2018-03-19",244.00,17
"2018-03-19",240.00,2
"2018-03-19",237.00,52
"2018-03-19",186.00,60
"2018-03-19",183.00,70
"2018-03-19",176.00,4
"2018-03-19",128.00,40
"2018-03-19",126.00,14
"2018-03-19",105.00,1
"2018-03-19",100.00,30
"2018-03-19",97.00,5
"2018-03-19",79.00,6
"2018-03-19",71.00,21
"2018-03-19",51.00,81
"2018-03-19",46.00,54
"2018-03-19",43.00,12
"2018-03-19",42.00,15
"2018-03-19",41.00,18
"2018-03-19",38.00,3
"2018-03-19",35.00,78
"2018-03-19",35.00,19
"2018-03-19",31.00,67
"2018-03-19",28.00,13
"2018-03-19",28.00,16
"2018-03-19",27.00,79
"2018-03-19",24.00,80
"2018-03-19",22.00,22
"2018-03-19",21.00,68
"2018-03-19",16.00,77
"2018-03-19",12.00,45
"2018-03-19",9.00,73
"2018-03-19",5.00,72
"2018-03-19",4.00,37
"2018-03-19",3.00,71
"2018-03-19",2.00,76
"2018-03-19",2.00,44
"2018-03-20",3354.00,9
"2018-03-20",3088.00,26
"2018-03-20",2587.00,25
"2018-03-20",1219.00,38
"2018-03-20",1104.00,39
"2018-03-20",1087.00,62
"2018-03-20",1068.00,56
"2018-03-20",976.00,35
"2018-03-20",581.00,2
"2018-03-20",573.00,4
"2018-03-20",564.00,70
"2018-03-20",460.00,17
"2018-03-20",458.00,23
"2018-03-20",315.00,1
"2018-03-20",287.00,40
"2018-03-20",284.00,60
"2018-03-20",272.00,14
"2018-03-20",258.00,79
"2018-03-20",232.00,5
"2018-03-20",228.00,21
"2018-03-20",212.00,30
"2018-03-20",206.00,78
"2018-03-20",177.00,12
"2018-03-20",161.00,15
"2018-03-20",145.00,19
"2018-03-20",143.00,3
"2018-03-20",135.00,81
"2018-03-20",100.00,16
"2018-03-20",93.00,67
"2018-03-20",93.00,13
"2018-03-20",80.00,54
"2018-03-20",78.00,6
"2018-03-20",77.00,22
"2018-03-20",75.00,80
"2018-03-20",64.00,18
"2018-03-20",62.00,77
"2018-03-20",53.00,68
"2018-03-20",27.00,72
"2018-03-20",21.00,44
"2018-03-20",21.00,73
"2018-03-20",12.00,45
"2018-03-20",11.00,76
"2018-03-20",7.00,52
"2018-03-20",5.00,37
"2018-03-20",1.00,71
"2018-03-21",3141.00,9
"2018-03-21",3028.00,26
"2018-03-21",2625.00,25
"2018-03-21",1158.00,38
"2018-03-21",1095.00,39
"2018-03-21",1089.00,62
"2018-03-21",1031.00,56
"2018-03-21",978.00,35
"2018-03-21",569.00,4
"2018-03-21",558.00,2
"2018-03-21",540.00,70
"2018-03-21",456.00,17
"2018-03-21",447.00,23
"2018-03-21",304.00,1
"2018-03-21",283.00,40
"2018-03-21",280.00,60
"2018-03-21",270.00,79
"2018-03-21",268.00,14
"2018-03-21",229.00,5
"2018-03-21",219.00,21
"2018-03-21",209.00,30
"2018-03-21",203.00,78
"2018-03-21",175.00,12
"2018-03-21",157.00,15
"2018-03-21",144.00,19
"2018-03-21",137.00,3
"2018-03-21",133.00,81
"2018-03-21",104.00,16
"2018-03-21",97.00,13
"2018-03-21",94.00,67
"2018-03-21",83.00,54
"2018-03-21",81.00,22
"2018-03-21",79.00,6
"2018-03-21",78.00,80
"2018-03-21",65.00,18
"2018-03-21",60.00,77
"2018-03-21",54.00,68
"2018-03-21",28.00,72
"2018-03-21",23.00,44
"2018-03-21",18.00,73
"2018-03-21",15.00,45
"2018-03-21",15.00,76
"2018-03-21",7.00,37
"2018-03-21",5.00,52
"2018-03-21",4.00,71
"2018-03-22",1624.00,26
"2018-03-22",1456.00,9
"2018-03-22",1089.00,25
"2018-03-22",595.00,38
"2018-03-22",474.00,62
"2018-03-22",453.00,35
"2018-03-22",442.00,39
"2018-03-22",403.00,56
"2018-03-22",304.00,23
"2018-03-22",229.00,17
"2018-03-22",228.00,52
"2018-03-22",226.00,2
"2018-03-22",182.00,70
"2018-03-22",170.00,4
"2018-03-22",167.00,60
"2018-03-22",124.00,40
"2018-03-22",121.00,14
"2018-03-22",96.00,30
"2018-03-22",96.00,1
"2018-03-22",85.00,5
"2018-03-22",68.00,6
"2018-03-22",66.00,21
"2018-03-22",49.00,81
"2018-03-22",38.00,12
"2018-03-22",37.00,54
"2018-03-22",36.00,15
"2018-03-22",33.00,18
"2018-03-22",33.00,3
"2018-03-22",32.00,19
"2018-03-22",28.00,78
"2018-03-22",27.00,67
"2018-03-22",26.00,79
"2018-03-22",25.00,16
"2018-03-22",25.00,13
"2018-03-22",22.00,80
"2018-03-22",22.00,22
"2018-03-22",18.00,68
"2018-03-22",14.00,77
"2018-03-22",13.00,45
"2018-03-22",10.00,73
"2018-03-22",5.00,72
"2018-03-22",5.00,37
"2018-03-22",4.00,71
"2018-03-22",4.00,44
"2018-03-22",1.00,76
"2018-03-23",1581.00,26
"2018-03-23",1365.00,9
"2018-03-23",1019.00,25
"2018-03-23",555.00,38
"2018-03-23",450.00,62
"2018-03-23",434.00,35
"2018-03-23",413.00,39
"2018-03-23",373.00,56
"2018-03-23",276.00,23
"2018-03-23",219.00,52
"2018-03-23",216.00,17
"2018-03-23",216.00,2
"2018-03-23",171.00,70
"2018-03-23",156.00,4
"2018-03-23",155.00,60
"2018-03-23",120.00,40
"2018-03-23",115.00,14
"2018-03-23",96.00,1
"2018-03-23",92.00,30
"2018-03-23",81.00,5
"2018-03-23",72.00,6
"2018-03-23",67.00,21
"2018-03-23",45.00,81
"2018-03-23",40.00,12
"2018-03-23",39.00,54
"2018-03-23",38.00,15
"2018-03-23",36.00,18
"2018-03-23",35.00,19
"2018-03-23",33.00,3
"2018-03-23",31.00,67
"2018-03-23",30.00,78
"2018-03-23",26.00,13
"2018-03-23",25.00,79
"2018-03-23",24.00,16
"2018-03-23",22.00,80
"2018-03-23",22.00,22
"2018-03-23",16.00,68
"2018-03-23",14.00,77
"2018-03-23",11.00,45
"2018-03-23",10.00,73
"2018-03-23",5.00,72
"2018-03-23",4.00,44
"2018-03-23",3.00,71
"2018-03-23",3.00,76
"2018-03-23",1.00,37
"2018-03-24",589.00,38
"2018-03-24",512.00,26
"2018-03-24",459.00,9
"2018-03-24",322.00,56
"2018-03-24",289.00,52
"2018-03-24",263.00,35
"2018-03-24",224.00,62
"2018-03-24",210.00,39
"2018-03-24",180.00,25
"2018-03-24",177.00,1
"2018-03-24",153.00,4
"2018-03-24",144.00,70
"2018-03-24",96.00,17
"2018-03-24",84.00,23
"2018-03-24",64.00,2
"2018-03-24",53.00,54
"2018-03-24",43.00,60
"2018-03-24",39.00,21
"2018-03-24",33.00,78
"2018-03-24",30.00,6
"2018-03-24",29.00,79
"2018-03-24",24.00,30
"2018-03-24",22.00,14
"2018-03-24",21.00,12
"2018-03-24",20.00,81
"2018-03-24",20.00,19
"2018-03-24",17.00,44
"2018-03-24",13.00,3
"2018-03-24",10.00,22
"2018-03-24",6.00,80
"2018-03-24",6.00,67
"2018-03-24",6.00,40
"2018-03-24",5.00,68
"2018-03-24",5.00,73
"2018-03-24",3.00,45
"2018-03-24",3.00,5
"2018-03-24",2.00,18
"2018-03-24",1.00,77
"2018-03-24",1.00,13
"2018-03-24",1.00,16
"2018-03-25",561.00,52
"2018-03-25",537.00,38
"2018-03-25",405.00,9
"2018-03-25",315.00,35
"2018-03-25",274.00,56
"2018-03-25",233.00,26
"2018-03-25",217.00,39
"2018-03-25",214.00,4
"2018-03-25",195.00,62
"2018-03-25",156.00,25
"2018-03-25",134.00,70
"2018-03-25",127.00,1
"2018-03-25",101.00,79
"2018-03-25",86.00,17
"2018-03-25",59.00,78
"2018-03-25",50.00,23
"2018-03-25",49.00,54
"2018-03-25",45.00,30
"2018-03-25",43.00,2
"2018-03-25",34.00,6
"2018-03-25",32.00,14
"2018-03-25",31.00,21
"2018-03-25",29.00,44
"2018-03-25",17.00,19
"2018-03-25",17.00,67
"2018-03-25",13.00,60
"2018-03-25",11.00,3
"2018-03-25",9.00,80
"2018-03-25",6.00,22
"2018-03-25",3.00,73
"2018-03-25",3.00,13
"2018-03-25",2.00,40
"2018-03-25",2.00,18
"2018-03-25",2.00,81
"2018-03-25",1.00,68
"2018-03-25",1.00,37
"2018-03-25",1.00,12
"2018-03-25",1.00,77
"2018-03-25",1.00,15
"2018-03-26",1728.00,26
"2018-03-26",1509.00,9
"2018-03-26",1123.00,25
"2018-03-26",622.00,38
"2018-03-26",501.00,35
"2018-03-26",495.00,62
"2018-03-26",461.00,39
"2018-03-26",419.00,56
"2018-03-26",322.00,23
"2018-03-26",254.00,17
"2018-03-26",247.00,52
"2018-03-26",234.00,2
"2018-03-26",185.00,70
"2018-03-26",182.00,60
"2018-03-26",173.00,4
"2018-03-26",131.00,14
"2018-03-26",130.00,40
"2018-03-26",108.00,1
"2018-03-26",101.00,30
"2018-03-26",94.00,5
"2018-03-26",77.00,6
"2018-03-26",70.00,21
"2018-03-26",54.00,81
"2018-03-26",43.00,54
"2018-03-26",40.00,15
"2018-03-26",39.00,18
"2018-03-26",39.00,12
"2018-03-26",39.00,3
"2018-03-26",36.00,78
"2018-03-26",35.00,19
"2018-03-26",33.00,67
"2018-03-26",30.00,16
"2018-03-26",29.00,13
"2018-03-26",25.00,79
"2018-03-26",22.00,80
"2018-03-26",21.00,22
"2018-03-26",21.00,68
"2018-03-26",12.00,77
"2018-03-26",10.00,45
"2018-03-26",8.00,73
"2018-03-26",4.00,72
"2018-03-26",4.00,44
"2018-03-26",4.00,37
"2018-03-26",3.00,71
"2018-03-26",2.00,76
"2018-03-27",3249.00,9
"2018-03-27",3061.00,26
"2018-03-27",2685.00,25
"2018-03-27",1201.00,38
"2018-03-27",1108.00,39
"2018-03-27",1103.00,62
"2018-03-27",1020.00,56
"2018-03-27",1000.00,35
"2018-03-27",578.00,2
"2018-03-27",567.00,4
"2018-03-27",552.00,70
"2018-03-27",468.00,17
"2018-03-27",449.00,23
"2018-03-27",322.00,1
"2018-03-27",300.00,40
"2018-03-27",283.00,14
"2018-03-27",283.00,60
"2018-03-27",269.00,79
"2018-03-27",224.00,5
"2018-03-27",219.00,21
"2018-03-27",209.00,78
"2018-03-27",206.00,30
"2018-03-27",174.00,12
"2018-03-27",160.00,15
"2018-03-27",147.00,19
"2018-03-27",142.00,3
"2018-03-27",131.00,81
"2018-03-27",103.00,16
"2018-03-27",96.00,13
"2018-03-27",93.00,67
"2018-03-27",84.00,6
"2018-03-27",82.00,54
"2018-03-27",81.00,80
"2018-03-27",75.00,22
"2018-03-27",67.00,18
"2018-03-27",54.00,77
"2018-03-27",52.00,68
"2018-03-27",26.00,72
"2018-03-27",24.00,44
"2018-03-27",20.00,73
"2018-03-27",13.00,45
"2018-03-27",11.00,76
"2018-03-27",9.00,52
"2018-03-27",4.00,37
"2018-03-27",2.00,71
"2018-03-28",3260.00,9
"2018-03-28",3047.00,26
"2018-03-28",2563.00,25
"2018-03-28",1213.00,38
"2018-03-28",1141.00,39
"2018-03-28",1081.00,62
"2018-03-28",1002.00,56
"2018-03-28",963.00,35
"2018-03-28",572.00,4
"2018-03-28",557.00,2
"2018-03-28",538.00,70
"2018-03-28",453.00,17
"2018-03-28",434.00,23
"2018-03-28",318.00,1
"2018-03-28",299.00,40
"2018-03-28",285.00,60
"2018-03-28",265.00,79
"2018-03-28",260.00,14
"2018-03-28",229.00,5
"2018-03-28",222.00,21
"2018-03-28",209.00,78
"2018-03-28",204.00,30
"2018-03-28",173.00,12
"2018-03-28",160.00,15
"2018-03-28",143.00,19
"2018-03-28",136.00,3
"2018-03-28",133.00,81
"2018-03-28",107.00,16
"2018-03-28",99.00,67
"2018-03-28",90.00,13
"2018-03-28",82.00,54
"2018-03-28",77.00,80
"2018-03-28",75.00,22
"2018-03-28",73.00,6
"2018-03-28",66.00,18
"2018-03-28",64.00,77
"2018-03-28",56.00,68
"2018-03-28",23.00,44
"2018-03-28",23.00,72
"2018-03-28",18.00,73
"2018-03-28",16.00,45
"2018-03-28",12.00,76
"2018-03-28",6.00,52
"2018-03-28",5.00,37
"2018-03-28",2.00,71
"2018-03-29",1640.00,26
"2018-03-29",1411.00,9
"2018-03-29",1093.00,25
"2018-03-29",583.00,38
"2018-03-29",477.00,35
"2018-03-29",471.00,62
"2018-03-29",444.00,39
"2018-03-29",408.00,56
"2018-03-29",290.00,23
"2018-03-29",232.00,17
"2018-03-29",229.00,52
"2018-03-29",217.00,2
"2018-03-29",172.00,70
"2018-03-29",171.00,60
"2018-03-29",170.00,4
"2018-03-29",122.00,40
"2018-03-29",121.00,14
"2018-03-29",100.00,1
"2018-03-29",97.00,30
"2018-03-29",86.00,5
"2018-03-29",68.00,6
"2018-03-29",66.00,21
"2018-03-29",49.00,81
"2018-03-29",41.00,12
"2018-03-29",39.00,15
"2018-03-29",36.00,54
"2018-03-29",36.00,19
"2018-03-29",34.00,18
"2018-03-29",33.00,3
"2018-03-29",31.00,78
"2018-03-29",28.00,13
"2018-03-29",28.00,67
"2018-03-29",26.00,16
"2018-03-29",25.00,79
"2018-03-29",25.00,80
"2018-03-29",20.00,22
"2018-03-29",17.00,68
"2018-03-29",13.00,77
"2018-03-29",10.00,73
"2018-03-29",8.00,45
"2018-03-29",4.00,37
"2018-03-29",4.00,44
"2018-03-29",3.00,72
"2018-03-29",2.00,76
"2018-03-29",2.00,71
"2018-03-30",226.00,26
"2018-03-30",189.00,9
"2018-03-30",142.00,25
"2018-03-30",86.00,38
"2018-03-30",62.00,35
"2018-03-30",61.00,62
"2018-03-30",59.00,39
"2018-03-30",51.00,56
"2018-03-30",32.00,23
"2018-03-30",27.00,2
"2018-03-30",24.00,52
"2018-03-30",22.00,70
"2018-03-30",18.00,60
"2018-03-30",16.00,17
"2018-03-30",12.00,4
"2018-03-30",11.00,40
"2018-03-30",9.00,5
"2018-03-30",8.00,14
"2018-03-30",8.00,30
"2018-03-30",7.00,1
"2018-03-30",5.00,21
"2018-03-30",3.00,78
"2018-03-30",3.00,81
"2018-03-30",3.00,6
"2018-03-30",3.00,13
"2018-03-30",3.00,15
"2018-03-30",3.00,54
"2018-03-30",2.00,16
"2018-03-30",2.00,18
"2018-03-30",2.00,19
"2018-03-30",2.00,3
"2018-03-30",1.00,80
"2018-03-31",73.00,38
"2018-03-31",69.00,9
"2018-03-31",65.00,26
"2018-03-31",47.00,56
"2018-03-31",30.00,52
"2018-03-31",28.00,35
"2018-03-31",26.00,62
"2018-03-31",23.00,39
"2018-03-31",20.00,25
"2018-03-31",20.00,4
"2018-03-31",18.00,1
"2018-03-31",13.00,70
"2018-03-31",4.00,78
"2018-03-31",4.00,17
"2018-03-31",3.00,2
"2018-03-31",3.00,54
"2018-03-31",3.00,60
"2018-03-31",3.00,23
"2018-03-31",2.00,12
"2018-03-31",2.00,19
"2018-03-31",2.00,21
"2018-03-31",2.00,79
"2018-04-01",74.00,38
"2018-04-01",69.00,52
"2018-04-01",55.00,9
"2018-04-01",34.00,26
"2018-04-01",34.00,56
"2018-04-01",33.00,35
"2018-04-01",24.00,39
"2018-04-01",22.00,4
"2018-04-01",17.00,62
"2018-04-01",14.00,70
"2018-04-01",13.00,25
"2018-04-01",12.00,1
"2018-04-01",10.00,79
"2018-04-01",6.00,17
"2018-04-01",3.00,23
"2018-04-01",3.00,30
"2018-04-01",2.00,78
"2018-04-01",1.00,19
"2018-04-01",1.00,54
"2018-04-01",1.00,44
"2018-04-01",1.00,2
"2018-04-02",233.00,26
"2018-04-02",203.00,9
"2018-04-02",168.00,25
"2018-04-02",76.00,38
"2018-04-02",68.00,62
"2018-04-02",66.00,39
"2018-04-02",55.00,56
"2018-04-02",52.00,35
"2018-04-02",39.00,23
"2018-04-02",38.00,52
"2018-04-02",33.00,17
"2018-04-02",29.00,2
"2018-04-02",22.00,60
"2018-04-02",19.00,4
"2018-04-02",18.00,70
"2018-04-02",18.00,14
"2018-04-02",14.00,40
"2018-04-02",13.00,30
"2018-04-02",12.00,5
"2018-04-02",6.00,6
"2018-04-02",6.00,1
"2018-04-02",6.00,21
"2018-04-02",5.00,81
"2018-04-02",4.00,15
"2018-04-02",3.00,13
"2018-04-02",2.00,67
"2018-04-02",2.00,3
"2018-04-02",2.00,19
"2018-04-02",2.00,18
"2018-04-02",2.00,12
"2018-04-02",2.00,54
"2018-04-02",1.00,16
"2018-04-02",1.00,22
"2018-04-02",1.00,78
"2018-04-02",1.00,79
"2018-04-03",487.00,9
"2018-04-03",469.00,26
"2018-04-03",380.00,25
"2018-04-03",168.00,38
"2018-04-03",160.00,39
"2018-04-03",160.00,62
"2018-04-03",153.00,56
"2018-04-03",128.00,35
"2018-04-03",80.00,4
"2018-04-03",74.00,23
"2018-04-03",72.00,17
"2018-04-03",69.00,2
"2018-04-03",67.00,70
"2018-04-03",40.00,1
"2018-04-03",38.00,60
"2018-04-03",33.00,78
"2018-04-03",32.00,79
"2018-04-03",29.00,14
"2018-04-03",28.00,40
"2018-04-03",26.00,12
"2018-04-03",25.00,21
"2018-04-03",21.00,30
"2018-04-03",15.00,15
"2018-04-03",14.00,81
"2018-04-03",14.00,5
"2018-04-03",12.00,19
"2018-04-03",12.00,3
"2018-04-03",12.00,13
"2018-04-03",11.00,16
"2018-04-03",10.00,22
"2018-04-03",7.00,67
"2018-04-03",7.00,80
"2018-04-03",5.00,18
"2018-04-03",5.00,77
"2018-04-03",5.00,6
"2018-04-03",4.00,68
"2018-04-03",3.00,72
"2018-04-03",2.00,54
"2018-04-04",1528.00,9
"2018-04-04",1500.00,26
"2018-04-04",1314.00,25
"2018-04-04",598.00,38
"2018-04-04",547.00,39
"2018-04-04",513.00,62
"2018-04-04",489.00,56
"2018-04-04",457.00,35
"2018-04-04",278.00,4
"2018-04-04",276.00,2
"2018-04-04",267.00,70
"2018-04-04",229.00,17
"2018-04-04",222.00,23
"2018-04-04",155.00,1
"2018-04-04",147.00,40
"2018-04-04",146.00,60
"2018-04-04",142.00,79
"2018-04-04",133.00,14
"2018-04-04",117.00,5
"2018-04-04",108.00,30
"2018-04-04",104.00,21
"2018-04-04",99.00,78
"2018-04-04",90.00,12
"2018-04-04",76.00,15
"2018-04-04",69.00,3
"2018-04-04",65.00,19
"2018-04-04",54.00,81
"2018-04-04",47.00,13
"2018-04-04",46.00,16
"2018-04-04",44.00,67
"2018-04-04",38.00,22
"2018-04-04",36.00,80
"2018-04-04",34.00,54
"2018-04-04",33.00,6
"2018-04-04",31.00,18
"2018-04-04",27.00,77
"2018-04-04",24.00,68
"2018-04-04",11.00,72
"2018-04-04",9.00,44
"2018-04-04",7.00,73
"2018-04-04",5.00,45
"2018-04-04",4.00,76
"2018-04-04",1.00,37
"2018-04-04",1.00,52
"2018-04-05",886.00,26
"2018-04-05",648.00,9
"2018-04-05",514.00,25
"2018-04-05",282.00,38
"2018-04-05",236.00,62
"2018-04-05",220.00,35
"2018-04-05",220.00,39
"2018-04-05",194.00,56
"2018-04-05",141.00,23
"2018-04-05",114.00,2
"2018-04-05",113.00,52
"2018-04-05",112.00,17
"2018-04-05",82.00,70
"2018-04-05",78.00,4
"2018-04-05",76.00,60
"2018-04-05",58.00,14
"2018-04-05",56.00,40
"2018-04-05",45.00,30
"2018-04-05",43.00,1
"2018-04-05",41.00,5
"2018-04-05",30.00,21
"2018-04-05",28.00,6
"2018-04-05",19.00,81
"2018-04-05",18.00,54
"2018-04-05",18.00,15
"2018-04-05",15.00,12
"2018-04-05",14.00,3
"2018-04-05",14.00,19
"2018-04-05",13.00,16
"2018-04-05",13.00,18
"2018-04-05",13.00,78
"2018-04-05",11.00,13
"2018-04-05",11.00,67
"2018-04-05",10.00,79
"2018-04-05",8.00,22
"2018-04-05",7.00,68
"2018-04-05",6.00,80
"2018-04-05",5.00,45
"2018-04-05",4.00,77
"2018-04-05",1.00,73
"2018-04-05",1.00,72
"2018-04-05",1.00,71
"2018-04-05",1.00,37
"2018-04-06",819.00,26
"2018-04-06",671.00,9
"2018-04-06",493.00,25
"2018-04-06",261.00,38
"2018-04-06",224.00,62
"2018-04-06",221.00,35
"2018-04-06",199.00,39
"2018-04-06",182.00,56
"2018-04-06",132.00,23
"2018-04-06",105.00,52
"2018-04-06",104.00,17
"2018-04-06",95.00,2
"2018-04-06",79.00,70
"2018-04-06",78.00,60
"2018-04-06",74.00,4
"2018-04-06",55.00,40
"2018-04-06",51.00,14
"2018-04-06",39.00,5
"2018-04-06",38.00,1
"2018-04-06",37.00,30
"2018-04-06",31.00,6
"2018-04-06",27.00,21
"2018-04-06",20.00,15
"2018-04-06",18.00,81
"2018-04-06",16.00,54
"2018-04-06",15.00,12
"2018-04-06",14.00,78
"2018-04-06",14.00,19
"2018-04-06",14.00,18
"2018-04-06",13.00,3
"2018-04-06",12.00,67
"2018-04-06",11.00,79
"2018-04-06",11.00,16
"2018-04-06",11.00,13
"2018-04-06",8.00,80
"2018-04-06",7.00,22
"2018-04-06",5.00,68
"2018-04-06",4.00,77
"2018-04-06",3.00,45
"2018-04-06",1.00,37
"2018-04-06",1.00,72
"2018-04-06",1.00,73
"2018-04-06",1.00,71
"2018-04-07",293.00,38
"2018-04-07",258.00,26
"2018-04-07",237.00,9
"2018-04-07",161.00,56
"2018-04-07",148.00,52
"2018-04-07",124.00,35
"2018-04-07",102.00,62
"2018-04-07",99.00,39
"2018-04-07",87.00,1
"2018-04-07",80.00,25
"2018-04-07",68.00,4
"2018-04-07",67.00,70
"2018-04-07",46.00,17
"2018-04-07",37.00,23
"2018-04-07",27.00,2
"2018-04-07",22.00,54
"2018-04-07",18.00,21
"2018-04-07",18.00,60
"2018-04-07",14.00,78
"2018-04-07",12.00,6
"2018-04-07",12.00,79
"2018-04-07",9.00,12
"2018-04-07",8.00,30
"2018-04-07",8.00,14
"2018-04-07",7.00,19
"2018-04-07",6.00,81
"2018-04-07",6.00,44
"2018-04-07",4.00,3
"2018-04-07",3.00,40
"2018-04-07",2.00,67
"2018-04-07",2.00,22
"2018-04-07",1.00,68
"2018-04-07",1.00,73
"2018-04-07",1.00,5
"2018-04-07",1.00,80
"2018-04-08",267.00,52
"2018-04-08",261.00,38
"2018-04-08",177.00,9
"2018-04-08",162.00,35
"2018-04-08",140.00,56
"2018-04-08",107.00,39
"2018-04-08",106.00,26
"2018-04-08",105.00,4
"2018-04-08",95.00,62
"2018-04-08",73.00,25
"2018-04-08",63.00,70
"2018-04-08",61.00,1
"2018-04-08",42.00,79
"2018-04-08",41.00,17
"2018-04-08",26.00,78
"2018-04-08",22.00,23
"2018-04-08",22.00,54
"2018-04-08",17.00,30
"2018-04-08",16.00,2
"2018-04-08",12.00,21
"2018-04-08",11.00,14
"2018-04-08",10.00,44
"2018-04-08",10.00,6
"2018-04-08",6.00,67
"2018-04-08",5.00,60
"2018-04-08",5.00,19
"2018-04-08",4.00,3
"2018-04-08",3.00,80
"2018-04-08",2.00,22
"2018-04-09",841.00,26
"2018-04-09",749.00,9
"2018-04-09",524.00,25
"2018-04-09",305.00,38
"2018-04-09",258.00,62
"2018-04-09",250.00,35
"2018-04-09",247.00,39
"2018-04-09",198.00,56
"2018-04-09",148.00,23
"2018-04-09",121.00,52
"2018-04-09",118.00,2
"2018-04-09",116.00,17
"2018-04-09",89.00,70
"2018-04-09",84.00,4
"2018-04-09",82.00,60
"2018-04-09",62.00,14
"2018-04-09",57.00,40
"2018-04-09",52.00,30
"2018-04-09",50.00,1
"2018-04-09",45.00,5
"2018-04-09",36.00,6
"2018-04-09",31.00,21
"2018-04-09",22.00,81
"2018-04-09",21.00,15
"2018-04-09",16.00,54
"2018-04-09",16.00,12
"2018-04-09",14.00,16
"2018-04-09",14.00,18
"2018-04-09",14.00,19
"2018-04-09",14.00,3
"2018-04-09",13.00,78
"2018-04-09",12.00,67
"2018-04-09",11.00,13
"2018-04-09",10.00,79
"2018-04-09",9.00,22
"2018-04-09",6.00,80
"2018-04-09",5.00,68
"2018-04-09",4.00,77
"2018-04-09",2.00,45
"2018-04-09",1.00,72
"2018-04-09",1.00,71
"2018-04-09",1.00,44
"2018-04-09",1.00,37
"2018-04-09",1.00,73
"2018-04-10",1587.00,9
"2018-04-10",1573.00,26
"2018-04-10",1337.00,25
"2018-04-10",583.00,38
"2018-04-10",578.00,39
"2018-04-10",553.00,62
"2018-04-10",500.00,56
"2018-04-10",493.00,35
"2018-04-10",288.00,4
"2018-04-10",276.00,70
"2018-04-10",267.00,2
"2018-04-10",230.00,17
"2018-04-10",225.00,23
"2018-04-10",162.00,1
"2018-04-10",145.00,60
"2018-04-10",141.00,40
"2018-04-10",139.00,79
"2018-04-10",135.00,14
"2018-04-10",124.00,5
"2018-04-10",107.00,21
"2018-04-10",98.00,78
"2018-04-10",97.00,30
"2018-04-10",84.00,12
"2018-04-10",77.00,15
"2018-04-10",70.00,81
"2018-04-10",67.00,3
"2018-04-10",66.00,19
"2018-04-10",48.00,16
"2018-04-10",43.00,13
"2018-04-10",42.00,67
"2018-04-10",37.00,54
"2018-04-10",36.00,80
"2018-04-10",34.00,22
"2018-04-10",34.00,6
"2018-04-10",30.00,18
"2018-04-10",26.00,77
"2018-04-10",25.00,68
"2018-04-10",11.00,72
"2018-04-10",10.00,44
"2018-04-10",5.00,73
"2018-04-10",5.00,45
"2018-04-10",4.00,76
"2018-04-10",1.00,37
"2018-04-10",1.00,52
"2018-04-11",3294.00,9
"2018-04-11",3066.00,26
"2018-04-11",2588.00,25
"2018-04-11",1227.00,38
"2018-04-11",1146.00,39
"2018-04-11",1110.00,62
"2018-04-11",992.00,56
"2018-04-11",967.00,35
"2018-04-11",563.00,4
"2018-04-11",556.00,2
"2018-04-11",548.00,70
"2018-04-11",455.00,17
"2018-04-11",448.00,23
"2018-04-11",310.00,1
"2018-04-11",287.00,60
"2018-04-11",282.00,40
"2018-04-11",272.00,79
"2018-04-11",264.00,14
"2018-04-11",224.00,5
"2018-04-11",218.00,21
"2018-04-11",203.00,30
"2018-04-11",201.00,78
"2018-04-11",171.00,12
"2018-04-11",154.00,15
"2018-04-11",143.00,19
"2018-04-11",139.00,3
"2018-04-11",132.00,81
"2018-04-11",102.00,16
"2018-04-11",96.00,67
"2018-04-11",93.00,13
"2018-04-11",82.00,54
"2018-04-11",81.00,80
"2018-04-11",74.00,6
"2018-04-11",73.00,22
"2018-04-11",67.00,18
"2018-04-11",57.00,77
"2018-04-11",54.00,68
"2018-04-11",26.00,72
"2018-04-11",22.00,44
"2018-04-11",20.00,73
"2018-04-11",13.00,45
